snp chr pos maf n_HDL beta_HDL se_HDL n_LDL beta_LDL se_LDL n_TC beta_TC se_TC n_TG beta_TG se_TG annot gene rs Z.tg Z.tc Z.ldl Z.hdl mvstat mvp unip
rs16899205 6 31374340 0.308 99888 -0.0003873 0.00496 95443 -0.00733 0.005397 100172 -0.01749 0.005294 96586 -0.02798 0.004855 2 HLA_TG rs16899205 -5.324 -3.151 -1.262 0.127 34.2261632985515 6.17412458382479 6.99349157418521
rs16899207 6 31374366 0.307 99889 -0.0004216 0.004951 95443 -0.007676 0.005388 100172 -0.01786 0.005294 96586 -0.02829 0.004855 2 HLA_TG rs16899207 -5.392 -3.217 -1.31 0.118 35.1479745618807 6.36338055733356 7.15690576950988
rs16899213 6 31376121 0.307 96908 -0.001008 0.004981 92503 -0.007516 0.005422 97148 -0.01766 0.00532 93562 -0.02846 0.004883 2 HLA_TG rs16899213 5.225 3.262 1.417 0.038 33.6160702428416 6.04902090135196 6.75906377911129
rs16900644 8 126565957 0.224 99900 0.007991 0.005547 95454 -0.03821 0.006044 100184 -0.04179 0.005939 96598 -0.03122 0.005479 2 TRIB1_TG:TC:LDL:HDL rs16900644 5.507 6.374 5.834 -1.981 57.1327972057874 10.9354308534868 9.73480330389588
rs16900755 8 126704643 0.281 99900 -0.02029 0.005099 95454 0.01665 0.005537 100184 0.01753 0.005444 96598 0.02837 0.005011 2 TRIB1_TG:TC:LDL:HDL rs16900755 5.354 3.137 2.992 -4.254 40.6852477127831 7.50544147784769 7.06534573726665
rs16905753 11 48242482 0.132 96908 -0.04124 0.006681 92503 -0.0009462 0.007253 97148 -0.01725 0.007118 93562 0.005724 0.006454 0 n.a. rs16905753 -0.424 2.38 0.118 6.403 45.6288171992524 8.53133196187013 9.81714843946894
rs16907970 9 120837746 0.013 950 -0.1359 0.1954 934 -0.3073 0.1955 3237 0.08342 0.1161 3237 -0.008227 0.116 0 n.a. rs16907970 -0.11 0.812 -1.497 -0.648 34.9542503513791 6.32358462232999 0.871622517463775
rs16923594 8 59673422 0.325 97960 0.004415 0.004989 93615 0.02406 0.005381 98244 0.02735 0.005298 94658 0.01091 0.004885 2 CYP7A1_TC:LDL rs16923594 -2.188 -4.971 -4.305 -0.825 25.5650892360618 4.41205918520415 6.17647067578439
rs16923637 8 59730439 0.299 99896 -0.005267 0.005716 95450 -0.0289 0.006144 100180 -0.03427 0.006045 96594 -0.01436 0.005573 2 CYP7A1_TC:LDL rs16923637 2.427 5.413 4.461 1.017 30.1206798874268 5.3348677995394 7.20776601361329
rs16940011 15 56367496 0.143 98143 0.07047 0.006529 93704 0.01229 0.007104 98375 0.04056 0.006979 94789 0.01916 0.006423 2 LIPC_HDL:TC:TG rs16940011 2.924 5.394 1.379 10.124 154.523313650546 31.6607621840983 23.3641386984536
rs16940017 15 56369440 0.143 98409 0.07112 0.006546 93999 0.01218 0.0071 98656 0.03957 0.006975 95070 0.0196 0.006419 2 LIPC_HDL:TC:TG rs16940017 -3.011 -5.268 -1.324 -10.14 156.354909533588 32.0534356776208 23.435216110485
rs16940027 15 56381022 0.052 98409 -0.05354 0.01032 93999 0.01194 0.01122 98656 -0.02011 0.01107 95070 -0.01443 0.01003 2 LIPC_HDL:TC:TG rs16940027 -1.33 -1.307 1.494 -5.286 43.649998591811 8.12006598894468 6.90302087633166
rs16940126 15 56438924 0.111 91002 0.05052 0.008147 85636 0.001344 0.008939 90095 0.01945 0.008784 86510 0.008093 0.008115 2 LIPC_HDL:TC:TG rs16940126 -0.714 -2.06 0.098 -6.437 52.9102911082125 10.0506999816217 9.91414619000953
rs16940147 15 56463411 0.052 90135 -0.06659 0.01202 85784 0.005637 0.01334 90380 -0.02867 0.01307 86795 -0.004426 0.01217 2 LIPC_HDL:TC:TG rs16940147 0.968 1.81 -0.94 5.384 41.2115871473142 7.61441222184378 7.1375793668888
rs16940167 15 56470989 0.154 98409 -0.07804 0.006416 93999 0.003557 0.006957 98656 -0.02886 0.006846 95070 -0.01522 0.00625 2 LIPC_HDL:TC:TG rs16940167 -2.059 -3.866 0.79 -11.167 169.501097515694 34.8734587558284 28.2280830487688
rs16940168 15 56471446 0.125 96869 -0.08506 0.006984 92464 0.005096 0.007603 97106 -0.03123 0.007487 93520 -0.01831 0.006819 2 LIPC_HDL:TC:TG rs16940168 -2.105 -3.592 1.018 -11.142 170.021045402103 34.9850493258197 28.1060162938779
rs16940170 15 56471574 0.136 96903 -0.0772 0.006837 92498 0.005225 0.007498 97143 -0.02911 0.007346 93557 -0.01595 0.006706 2 LIPC_HDL:TC:TG rs16940170 1.729 3.302 -1.079 10.268 141.986742851451 28.9747369499936 24.0078012962497
rs16940174 15 56473630 0.138 98369 -0.08159 0.006732 93961 0.004819 0.007353 98616 -0.02834 0.007209 95030 -0.01332 0.006603 2 LIPC_HDL:TC:TG rs16940174 1.807 3.57 -0.852 11.133 165.178383943875 33.9458802111854 28.0621381986625
rs16940181 15 56474816 0.146 98409 -0.08448 0.006745 93999 0.00367 0.007387 98656 -0.0339 0.007237 95070 -0.01656 0.006626 2 LIPC_HDL:TC:TG rs16940181 -2.249 -4.243 0.716 -11.513 182.068082845123 37.5716333618739 29.9451516467508
rs16940204 15 56480228 0.221 98395 0.08176 0.005692 93985 0.004365 0.006195 98642 0.04547 0.006091 95056 0.03143 0.005555 2 LIPC_HDL:TC:TG rs16940204 6.009 6.951 0.359 13.939 337.494788462884 71.0562590340582 43.4352784685614
rs16940212 15 56481312 0.193 98371 -0.04517 0.005834 93961 0.006365 0.006329 98617 -0.01235 0.006231 95031 -0.007363 0.005716 2 LIPC_HDL:TC:TG rs16940212 0.925 1.989 -1.05 7.023 64.886170755016 12.5655466178026 11.6632317425658
rs16940213 15 56482629 0.184 98409 -0.05073 0.005968 93999 0.006298 0.00646 98656 -0.01401 0.00635 95070 -0.008929 0.005817 2 LIPC_HDL:TC:TG rs16940213 1.129 2.263 -0.92 7.69 78.2126160813913 15.3804411045487 13.8322839268622
rs16940223 15 56484364 0.196 98409 -0.04911 0.006604 93999 0.004469 0.007218 98656 -0.01626 0.007102 95070 -0.004491 0.006502 2 LIPC_HDL:TC:TG rs16940223 -0.268 -2.16 0.675 -6.99 58.8213935724605 11.2898769521428 11.560846992902
rs16942887 16 66485543 0.124 98409 -0.08775 0.006909 93999 -0.00827 0.007466 98656 -0.03648 0.007329 95070 0.01156 0.006831 1 LCAT_HDL rs16942887 -1.573 4.477 0.784 11.929 153.226320094152 31.3827372833673 32.0779425098004
rs16946416 15 61143774 0.22 96908 0.03062 0.005531 92503 0.001316 0.005978 97148 0.007073 0.005887 93562 -0.0171 0.00539 2 LACTB_HDL rs16946416 -3.159 1.231 0.225 5.298 30.739507310171 5.46095705675944 6.93152482854452
rs16948098 15 42006899 0.047 96908 -0.05472 0.01125 92503 0.002271 0.01216 97148 0.01105 0.01195 93562 0.08234 0.01105 2 FRMD5_TG rs16948098 6.633 0.529 -0.209 -4.312 50.4138874154848 9.52882018207892 10.4828941248814
rs16949992 15 42026161 0.055 98409 -0.04785 0.01057 93999 2.614e-06 0.01142 98656 0.01103 0.01123 95070 0.07106 0.01035 2 FRMD5_TG rs16949992 -6.128 -0.528 0.38 4.08 44.7395816661075 8.34642189478718 9.05065593359891
rs16957291 16 65883603 0.109 98409 -0.04163 0.007359 93999 -0.003203 0.007965 98656 -0.01278 0.007839 95070 0.008645 0.007194 2 LCAT_HDL rs16957291 -1.113 1.852 0.737 5.125 28.1841975054018 4.94137108845993 6.52645793076659
rs16957489 16 66209380 0.126 98409 -0.05094 0.006876 93999 -0.001964 0.007459 98656 -0.01506 0.007328 95070 0.007194 0.00675 2 LCAT_HDL rs16957489 -1.157 1.972 0.243 6.895 50.4113719447408 9.52829479790248 11.2686949227142
rs16957696 16 66597351 0.135 98409 -0.07513 0.006613 93999 -0.002909 0.00712 98656 -0.02904 0.007002 95070 0.01159 0.006557 2 LCAT_HDL rs16957696 -1.767 3.549 0.038 10.686 120.66643232614 24.4146871164779 25.9267713377638
rs16957831 16 66935842 0.127 96908 -0.06264 0.00681 92503 0.001547 0.007366 97148 -0.02076 0.007215 93562 0.009164 0.006755 2 LCAT_HDL rs16957831 -1.165 2.545 -0.324 8.512 77.2043967298747 15.1670024444313 16.7671091016873
rs16962014 16 55377420 0.095 90439 0.09502 0.008084 86140 -0.007825 0.00883 90686 0.0229 0.008665 87098 -0.01137 0.008099 2 CETP_HDL:TC:LDL:TG rs16962014 1.475 -2.265 1.194 -11.093 131.56633448458 26.7445995234938 27.8675467669321
rs16962399 16 55404305 0.095 98293 0.09622 0.0078 93883 -0.006817 0.008405 98537 0.0245 0.008262 94951 -0.01044 0.007778 2 CETP_HDL:TC:LDL:TG rs16962399 1.402 -2.576 1.097 -11.541 142.981128197304 29.1876760168875 30.0863624203162
rs16962767 16 55431290 0.096 89030 0.09538 0.007972 84693 -0.00629 0.008693 89272 0.0221 0.008506 85684 -0.01393 0.00797 2 CETP_HDL:TC:LDL:TG rs16962767 -1.674 2.379 -0.883 11.337 136.406576078731 27.780184913677 29.0652807448116
rs16963397 16 55484942 0.173 98409 0.05224 0.00616 93999 -0.003305 0.0067 98656 0.01605 0.006583 95070 -0.008937 0.005994 2 CETP_HDL:TC:LDL:TG rs16963397 0.833 -2.229 0.607 -8.27 74.2045776910382 14.5323682465931 15.8730280582222
rs16963412 16 55488549 0.187 98409 0.05252 0.005861 93999 -0.006509 0.006384 98656 0.01203 0.006245 95070 -0.009624 0.005727 2 CETP_HDL:TC:LDL:TG rs16963412 1.233 -1.739 1.036 -8.551 77.8046693206691 15.2940709694116 16.9135454027787
rs16963520 16 55494064 0.14 98409 0.07262 0.006655 93999 -0.007887 0.007234 98656 0.01683 0.007086 95070 -0.01899 0.006496 2 CETP_HDL:TC:LDL:TG rs16963520 -2.184 2.166 -1.147 10.595 116.057276380484 23.4304545943596 25.5025989689306
rs16969055 17 29311598 0.247 1456 -0.6907 0.1659 1375 -0.4155 0.4404 1459 -0.3185 0.4663 1458 -0.2089 0.2477 0 n.a. rs16969055 -0.795 -0.649 -0.899 -3.89 38.5144594060523 7.05672854404312 3.99894065041995
rs16970719 16 70809605 0.099 98409 0.00705 0.008003 93999 -0.04284 0.008753 98656 -0.04511 0.00859 95070 -0.02127 0.00789 2 HPR_TC:LDL rs16970719 2.574 5.215 4.895 -1.421 32.6770934565142 5.85672799316505 6.7356137704728
rs16971105 17 73905570 0.386 98345 -0.02984 0.004653 93935 -0.005919 0.005047 98589 -0.01332 0.004971 95003 0.01615 0.004559 2 PGS1_HDL rs16971105 -3.662 2.409 0.939 5.765 42.5310186761655 7.88786072604034 8.08800210561111
rs16971107 17 73905637 0.388 98368 -0.02994 0.004659 93958 -0.006018 0.00506 98615 -0.01338 0.004978 95029 0.01597 0.004563 2 PGS1_HDL rs16971107 -3.614 2.43 0.962 5.776 42.3760294618222 7.85571943457887 8.11635347758928
rs16973416 17 64406456 0.205 98409 0.03348 0.005705 93999 -0.01306 0.006162 98656 0.001064 0.006076 95070 -0.006933 0.005579 2 ABCA8_HDL rs16973416 -1.168 0.163 -1.97 5.722 36.7921306353688 6.70159601823738 7.97766522853915
rs16973520 16 70553792 0.26 98409 -0.005398 0.005224 93999 -0.03672 0.005648 98656 -0.03891 0.00556 95070 -0.01461 0.005158 2 HPR_TC:LDL rs16973520 -2.953 -6.481 -5.927 -0.698 44.5011502717291 8.29686830043249 10.0404021507538
rs16973585 16 70589732 0.305 98409 -0.006472 0.005022 93999 -0.03254 0.005473 98656 -0.03669 0.005348 95070 -0.01225 0.004911 2 HPR_TC:LDL rs16973585 -2.927 -6.281 -5.385 -0.973 40.9939653243257 7.56934895965549 9.47314124752039
rs16979372 19 49887153 0.048 93350 -0.02403 0.01313 89078 0.1512 0.01433 93595 0.1102 0.01401 90009 -0.0378 0.0126 2 APOE_LDL:TC:HDL rs16979372 -3.156 7.28 10.12 -1.724 139.211045930701 28.3804558597085 23.3463865570443
rs16985665 20 39402402 0.22 98409 0.002696 0.005528 93999 -0.02918 0.006003 98656 -0.02946 0.005878 95070 -0.01345 0.005448 2 MAFB_TC:LDL rs16985665 -2.57 -5.203 -5.07 0.161 30.1577305874601 5.34241259365752 6.70752933918214
rs16989081 20 38544013 0.065 98409 -0.006024 0.0105 93999 0.06049 0.01134 98656 0.06203 0.01112 95070 0.04229 0.009958 2 MAFB_TC:LDL rs16989081 4.464 5.161 4.742 -0.74 37.2363861654249 6.79311951427591 6.60971120084119
rs16990951 20 44012081 0.113 94225 -0.03853 0.007318 89838 0.01962 0.00795 94472 0.009447 0.007831 90890 0.03156 0.007096 2 PLTP_HDL:TG rs16990951 -4.135 -0.931 -2.226 5.276 36.1061312780637 6.5603819248351 6.8793139320328
rs16996148 19 19519472 0.081 96746 -0.009378 0.008351 92344 0.08842 0.009134 96984 0.1153 0.008988 93397 0.09106 0.008292 2 CILP2_TC:TG:LDL rs16996148 -10.591 -12.507 -9.39 0.629 204.940968656892 42.4875494198443 35.165214235363
rs17005886 2 27257326 0.05 99892 -0.004936 0.01098 95446 0.007784 0.01196 100176 0.03189 0.01176 96590 0.08466 0.01039 2 GCKR_TG:TC rs17005886 7.359 2.754 0.728 -0.451 60.3894593316935 11.6193232500597 12.732140915035
rs17005956 2 27304603 0.227 99790 0.004618 0.005456 95350 -0.006769 0.005888 100073 0.007499 0.005795 96488 0.02907 0.00533 2 GCKR_TG:TC rs17005956 -5.361 -1.344 0.973 -0.889 42.1723675475711 7.81349257584842 7.08216630570781
rs17006242 2 27854555 0.215 96762 0.0001842 0.005533 92363 0.01263 0.00599 96999 0.02689 0.005898 93413 0.04421 0.005435 2 GCKR_TG:TC rs17006242 -7.88 -4.38 -2.134 0.145 71.9763603790751 14.0614051054096 14.4849464241279
rs17008806 1 219042880 0.279 99900 0.002118 0.005134 95454 0.03214 0.005557 100184 0.03148 0.005466 96598 0.007282 0.005025 2 MOSC1_TC:LDL rs17008806 -1.135 -5.585 -5.502 -0.635 33.6502414035001 6.05602459879297 7.63134088964219
rs17008917 1 219077940 0.339 99900 -0.0009835 0.004749 95454 0.03083 0.005136 100184 0.02839 0.005054 96598 0.001649 0.004688 2 MOSC1_TC:LDL rs17008917 -0.491 -5.246 -5.607 0.564 35.2114498186853 6.37642258252666 7.68642030817702
rs17012114 4 87991635 0.212 99900 0.02408 0.005576 95454 -0.01459 0.006042 100184 -0.01227 0.005942 96598 -0.02579 0.005508 2 KLHL8_TG rs17012114 4.911 1.857 2.405 -4.308 33.6913367056935 6.06444799189641 6.04280906840175
rs17024629 1 109981279 0.161 96908 0.00109 0.006659 92503 0.03808 0.007063 97148 0.03798 0.006938 93562 0.004678 0.006396 2 SORT1_LDL:TC rs17024629 -0.676 -5.193 -4.985 -0.714 29.1028940422861 5.12784233979045 6.68417195732953
rs17026212 2 85405207 0.463 99892 0.02285 0.004583 95446 -0.007923 0.004974 100176 0.001075 0.004889 96590 -0.006298 0.004492 0 n.a. rs17026212 1.418 -0.429 1.54 -5.213 29.5839688432057 5.22564050379584 6.73092882155862
rs17031494 2 43857603 0.171 99142 -0.009851 0.006127 94696 0.0395 0.006617 99426 0.03896 0.006515 95840 0.01396 0.005975 2 ABCG5/8_LDL:TC rs17031494 -1.983 -5.641 -5.725 1.078 37.3878654237169 6.82433937209618 7.98533776791892
rs17034539 1 109549158 0.161 99898 -0.006591 0.006334 95452 0.04582 0.006917 100182 0.03827 0.006798 96596 -0.002961 0.00629 2 SORT1_LDL:TC rs17034539 0.817 -5.21 -6.143 1.047 47.7013537327104 8.96287913045834 9.09163679689538
rs17035443 1 109590236 0.185 99900 -0.002926 0.005973 95454 0.03245 0.006518 100184 0.02929 0.006407 96598 -0.004564 0.005937 2 SORT1_LDL:TC rs17035443 1.128 -4.343 -4.937 0.698 35.0537375170013 6.34402036181002 6.10054354370768
rs17035630 1 109612504 0.114 99900 0.01669 0.008216 95454 -0.07218 0.008902 100184 -0.06153 0.008702 96598 -0.008158 0.008035 2 SORT1_LDL:TC rs17035630 1.188 6.806 7.486 -1.164 60.1895707831892 11.5773116658638 13.1487147656124
rs17035665 1 109615242 0.16 99900 -0.01723 0.007198 95454 0.08978 0.007761 100184 0.08029 0.007634 96598 0.006135 0.007027 2 SORT1_LDL:TC rs17035665 -1.535 -10.06 -11.25 2.637 142.714989029251 29.1306825897847 28.6352763272606
rs17035949 1 109622442 0.047 96775 -0.03927 0.01188 92368 0.1088 0.01276 97057 0.09224 0.01253 93471 0.01623 0.01171 2 SORT1_LDL:TC rs17035949 1.347 7.406 8.578 -2.958 86.8735380916083 17.2166066340107 17.0153064312366
rs17041662 2 21042552 0.441 99556 -0.02904 0.004611 95116 0.01756 0.004979 99832 0.01283 0.004899 96246 0.03216 0.004493 2 APOB_LDL:TC rs17041662 -6.663 -2.729 -3.449 5.772 62.2148924045487 12.0031864682068 10.5713895870508
rs17041663 2 21043722 0.436 99892 -0.02777 0.004583 95446 0.01529 0.004956 100176 0.01108 0.004877 96590 0.03173 0.004467 2 APOB_LDL:TC rs17041663 -6.617 -2.391 -3.002 5.583 58.5719262103799 11.237490784857 10.4358531558269
rs17041679 2 21048909 0.437 99892 -0.02783 0.004579 95446 0.01491 0.00495 100176 0.01082 0.004871 96590 0.0317 0.004467 2 APOB_LDL:TC rs17041679 6.612 2.33 2.927 -5.577 58.2135165307099 11.1622405052115 10.4211751934754
rs17041988 2 21274202 0.197 99892 0.0125 0.005786 95446 -0.1164 0.006216 100176 -0.1058 0.006127 96590 -0.01918 0.005687 2 APOB_LDL:TC rs17041988 3.179 17.067 18.568 -2.636 369.745538659276 78.0200078044676 76.2340654848135
rs17042000 2 21276433 0.196 99892 0.01159 0.005787 95446 -0.1133 0.006239 100176 -0.1041 0.006127 96590 -0.0198 0.00569 2 APOB_LDL:TC rs17042000 -3.302 -16.773 -18.133 2.487 352.548535581524 74.306296102813 72.7570887046237
rs17054137 5 156405508 0.373 99900 0.0008325 0.004713 95454 -0.02891 0.005114 100184 -0.03746 0.005033 96598 -0.02451 0.004623 2 TIMD4_TC:LDL:TG rs17054137 4.796 7.228 5.537 0.199 59.2895220578916 11.3881998931842 12.3096632606045
rs17061870 13 73460857 0.011 3940 0.116 0.1186 19786 -0.002782 0.07362 23482 0.02001 0.0689 19913 0.05147 0.07264 0 n.a. rs17061870 4.208 -1.083 -2.203 -5.706 59.2196945195336 11.3735321124003 7.93680931015708
rs17091738 8 19839684 0.018 83311 0.1999 0.01934 79089 -0.03373 0.02169 83594 -0.01872 0.02128 79621 -0.1758 0.01983 2 LPL_TG:HDL rs17091738 8.353 1.138 1.676 -9.632 121.595346970937 24.6131219819056 21.2322649939778
rs17091742 8 19840410 0.029 88449 0.1852 0.01805 84205 -0.02829 0.01996 88731 -0.01198 0.0196 84757 -0.166 0.01844 2 LPL_TG:HDL rs17091742 8.347 0.936 1.57 -9.354 116.202168869241 23.4613849128089 20.0736871663752
rs17091891 8 19887451 0.129 99900 -0.1424 0.006838 95454 0.005892 0.007347 100184 0.001246 0.007242 96598 0.1442 0.006729 2 LPL_TG:HDL rs17091891 20.943 -0.124 0.235 -19.42 612.279165655626 130.467395724229 96.6628716887751
rs17091905 8 19894037 0.127 99900 -0.143 0.006903 95454 0.005839 0.007421 100184 0.001519 0.007319 96598 0.1444 0.006792 2 LPL_TG:HDL rs17091905 -20.793 0.115 -0.195 19.303 604.466628418733 128.776483695858 95.3003355380026
rs17092148 20 32898822 0.152 98359 -0.01498 0.006268 93949 0.01158 0.006847 98602 0.01677 0.006738 95016 0.02641 0.006188 2 ERGIC3_TC rs17092148 -5.276 -2.722 -1.741 2.309 30.2042514142922 5.35188664682422 6.8793139320328
rs17092638 11 116061446 0.18 99770 -0.01958 0.005902 95325 0.003172 0.006398 100044 0.01004 0.006299 96458 0.05054 0.005722 2 APOA1_TG:TC:HDL:LDL rs17092638 -8.475 -1.94 -0.786 3.31 72.5575359180138 14.184207184099 16.6287851734377
rs17092642 11 116062458 0.23 99900 -0.03868 0.005519 95454 0.01347 0.005996 100184 0.02567 0.005908 96598 0.08738 0.005353 2 APOA1_TG:TC:HDL:LDL rs17092642 -15.894 -4.769 -2.664 7.017 254.582062301215 53.1735961286541 56.1565657319768
rs17092784 20 33605701 0.161 98409 0.007824 0.006265 93999 0.02793 0.006787 98656 0.03783 0.006686 95070 0.01819 0.006218 2 ERGIC3_TC rs17092784 -3.081 -5.713 -4.097 -1.833 37.0752063035676 6.75990747257416 7.95467045128119
rs17092980 20 33752419 0.136 98409 0.02041 0.006666 93999 0.02574 0.007229 98656 0.03695 0.007114 95070 0.008346 0.006569 2 ERGIC3_TC rs17092980 1.397 5.018 3.413 3.625 34.4998667022692 6.23028958484728 6.28222819757154
rs1711037 15 56363642 0.109 98409 -0.04516 0.007427 93999 0.00312 0.008054 98656 -0.02559 0.007939 95070 -0.02143 0.007292 2 LIPC_HDL:TC:TG rs1711037 -2.602 -2.306 1.144 -5.996 65.8608916233669 12.7709213367561 8.69413934274656
rs1711046 15 56401815 0.339 98409 0.035 0.004946 93999 0.007361 0.005364 98656 0.02096 0.005279 95070 0.008994 0.004864 2 LIPC_HDL:TC:TG rs1711046 2.058 3.568 0.908 6.817 71.0349823791982 13.8625495015328 11.0316979770618
rs17111483 1 55257686 0.099 85406 0.002757 0.01003 81157 0.06728 0.01121 85669 0.06416 0.01096 82084 0.01533 0.01036 2 PCSK9_LDL:TC rs17111483 1.201 5.257 5.412 0.245 31.0608507477341 5.52649401215933 7.20533987889099
rs17111503 1 55276036 0.231 95716 -0.006069 0.006087 91293 0.07404 0.006631 96000 0.06556 0.006502 92418 0.01408 0.006028 2 PCSK9_LDL:TC rs17111503 -2.103 -9.62 -10.805 1.298 119.623086207115 24.1918371001425 26.4868396724491
rs17111652 1 55363053 0.047 99900 0.005299 0.01084 95454 -0.08363 0.01158 100184 -0.07288 0.01144 96598 -0.004355 0.01038 2 PCSK9_LDL:TC rs17111652 0.381 6.268 6.953 -0.811 53.3609056782816 10.1450002520233 11.4466040811503
rs17111688 1 55399264 0.039 94436 0.004754 0.01202 90032 -0.0979 0.01293 94673 -0.0869 0.01275 91087 -0.01004 0.01158 2 PCSK9_LDL:TC rs17111688 0.388 6.349 7.058 -0.516 53.5804539590594 10.1909556522088 11.7723290580682
rs17111859 1 55525028 0.225 99897 -0.008223 0.0055 95451 0.03644 0.005959 100181 0.03023 0.005865 96595 0.007402 0.005382 2 PCSK9_LDL:TC rs17111859 0.833 4.937 5.953 -1.304 37.0451901851799 6.7537232923294 8.57959648564099
rs17111872 1 55527964 0.117 99900 -0.004307 0.00802 95454 0.04313 0.008639 100184 0.03796 0.008513 96598 0.01025 0.007835 2 PCSK9_LDL:TC rs17111872 1.422 4.442 4.977 -0.839 25.541396001693 4.40728771774855 6.18991997096303
rs17111966 1 55571680 0.036 91285 0.01563 0.01334 86951 0.07533 0.01457 91571 0.07356 0.01431 87983 -0.005659 0.0132 2 PCSK9_LDL:TC rs17111966 0.042 -4.962 -4.885 -1.043 28.7363295922372 5.05339267711963 6.15632507981307
rs17119878 11 116036689 0.055 99890 0.08062 0.01053 95445 -0.04209 0.01145 100174 -0.06645 0.01122 96588 -0.1704 0.01033 2 APOA1_TG:TC:HDL:LDL rs17119878 15.842 6.01 3.93 -7.912 260.60456179826 54.4712893034591 55.7968016070592
rs17120029 11 116155328 0.066 99900 -0.1065 0.009286 95454 0.06421 0.01007 100184 0.09722 0.009865 96598 0.2131 0.009175 2 APOA1_TG:TC:HDL:LDL rs17120029 21.82 9.791 6.518 -10.872 508.692290837497 108.053998142382 104.824316154826
rs17120035 11 116169061 0.066 99900 0.005178 0.009929 95454 0.0625 0.01103 100184 0.09152 0.01089 96598 0.05948 0.009812 2 APOA1_TG:TC:HDL:LDL rs17120035 -5.786 -8.193 -5.69 -0.629 80.7566148730797 15.9193033862349 15.5938105053666
rs17120111 11 116249228 0.137 99900 -0.03629 0.006831 95454 -0.02508 0.007425 100184 -0.05951 0.007302 96598 -0.04179 0.00683 2 APOA1_TG:TC:HDL:LDL rs17120111 5.855 8.072 3.512 5.542 123.996453697838 25.126159482319 15.1601709153335
rs17120119 11 116252492 0.058 95058 0.03397 0.009923 90650 0.02689 0.01075 95339 0.05214 0.01059 91753 0.02502 0.009647 2 APOA1_TG:TC:HDL:LDL rs17120119 2.179 4.76 2.504 3.21 33.8800594720327 6.10313827906704 5.71311044162137
rs17120131 11 116277696 0.059 96781 0.03552 0.009726 92372 0.02563 0.01054 97063 0.05031 0.01039 93477 0.02363 0.009463 2 APOA1_TG:TC:HDL:LDL rs17120131 2.09 4.722 2.446 3.333 34.0919201489339 6.14658640690021 5.6316448933385
rs17120132 11 116278528 0.059 96781 0.03561 0.009728 92372 0.0256 0.01054 97063 0.05023 0.01039 93477 0.02344 0.009463 2 APOA1_TG:TC:HDL:LDL rs17120132 -2.07 -4.711 -2.44 -3.344 33.9878838477751 6.12524888888475 5.60817561280771
